日期,小时,监测站,CO,FSP,NO2,NOX,O3,RSP,SO2,CO-W,FSP-W,date
27/2/2020,4,中環,114,24,42,146,4,41,5,61,11,2031/6/9
27/2/2020,5,中環,99,7,40,78,15,41,4,61,11,2031/6/10
27/2/2020,6,中環,100,12,28,38,40,18,3,64,13,2031/6/11
27/2/2020,7,中環,105,22,34,44,57,25,3,67,21,2031/6/12
27/2/2020,8,中環,103,19,52,86,44,26,3,67,17,2031/6/13
27/2/2020,9,中環,104,19,77,152,32,27,4,71,19,2031/6/14
27/2/2020,10,中環,107,14,68,104,41,22,3,63,19,2031/6/15
27/2/2020,11,中環,108,14,68,114,40,23,3,63,15,2031/6/16
27/2/2020,12,中環,112,13,67,113,41,25,3,73,17,2031/6/17
27/2/2020,13,中環,110,15,64,97,49,27,4,75,18,2031/6/18
27/2/2020,14,中環,121,13,76,123,46,24,4,61,19,2031/6/19
27/2/2020,15,中環,103,13,55,86,64,24,3,63,15,2031/6/20
27/2/2020,16,中環,103,11,55,86,64,20,3,62,15,2031/6/21
27/2/2020,17,中環,101,13,66,105,52,21,3,57,13,2031/6/22
27/2/2020,18,中環,118,12,77,120,49,22,4,62,15,2031/6/23
27/2/2020,19,中環,113,15,95,170,42,25,4,66,17,2031/6/24
27/2/2020,20,中環,114,19,77,119,57,33,4,74,22,2031/6/25
27/2/2020,21,中環,110,20,51,68,72,34,3,74,24,2031/6/26
27/2/2020,22,中環,103,15,48,63,78,27,3,69,20,2031/6/27
27/2/2020,23,中環,111,18,46,57,79,31,3,71,20,2031/6/28
27/2/2020,24,中環,101,22,39,49,87,38,3,67,25,2031/6/29
28/2/2020,1,中環,101,22,40,49,85,39,2,73,26,2031/6/30
28/2/2020,2,中環,100,24,27,30,95,41,3,71,26,2031/7/1
28/2/2020,3,中環,98,23,20,24,99,39,3,62,26,2031/7/2
28/2/2020,4,中環,93,18,17,20,100,33,2,54,21,2031/7/3
28/2/2020,5,中環,88,14,18,22,93,25,2,56,15,2031/7/4
28/2/2020,6,中環,97,12,27,34,80,20,2,55,13,2031/7/5
28/2/2020,7,中環,96,12,32,42,73,22,3,57,13,2031/7/6
28/2/2020,8,中環,102,13,62,92,48,24,4,68,14,2031/7/7
28/2/2020,9,中環,103,14,86,148,36,26,4,67,16,2031/7/8
28/2/2020,10,中環,111,15,75,119,40,27,4,79,17,2031/7/9
28/2/2020,11,中環,117,13,91,169,31,24,4,77,19,2031/7/10
28/2/2020,12,中環,118,17,74,139,42,28,4,75,20,2031/7/11
28/2/2020,13,中環,119,19,75,135,45,31,4,68,18,2031/7/12
28/2/2020,14,中環,126,18,86,149,43,29,4,73,21,2031/7/13
28/2/2020,15,中環,126,16,86,156,40,20,4,72,21,2031/7/14
28/2/2020,16,中環,133,13,94,173,30,23,4,81,20,2031/7/15
28/2/2020,17,中環,130,14,97,186,24,25,5,69,18,2031/7/16
28/2/2020,18,中環,124,11,106,214,20,24,5,70,15,2031/7/17
28/2/2020,19,中環,117,12,88,157,26,18,4,83,14,2031/7/18
28/2/2020,20,中環,138,13,92,173,21,20,5,94,21,2031/7/19
28/2/2020,21,中環,128,12,78,128,31,16,3,92,22,2031/7/20
28/2/2020,22,中環,128,12,87,158,17,19,3,88,21,2031/7/21
28/2/2020,23,中環,106,13,61,84,43,20,3,80,19,2031/7/22
28/2/2020,24,中環,132,12,74,111,34,18,3,80,18,2031/7/23
29/2/2020,1,中環,107,13,58,77,53,20,3,90,16,2031/7/24
29/2/2020,2,中環,104,9,57,72,59,16,3,90,17,2031/7/25
29/2/2020,3,中環,113,14,73,93,33,21,3,86,20,2031/7/26
29/2/2020,4,中環,125,9,68,119,12,16,3,89,16,2031/7/27
29/2/2020,5,中環,116,10,70,135,16,16,4,91,15,2031/7/28
29/2/2020,6,中環,131,11,75,161,6,17,4,77,16,2031/7/29
29/2/2020,7,中環,130,12,85,228,5,21,5,87,15,2031/7/30
29/2/2020,8,中環,135,17,86,221,5,28,5,92,18,2031/7/31
29/2/2020,9,中環,110,13,86,187,13,24,4,82,19,2031/8/1
29/2/2020,10,中環,112,14,84,167,18,21,4,77,15,2031/8/2
29/2/2020,11,中環,117,16,80,159,20,28,4,70,17,2031/8/3
29/2/2020,12,中環,111,14,80,156,22,27,4,76,17,2031/8/4
29/2/2020,13,中環,115,14,89,212,19,28,6,69,18,2031/8/5
29/2/2020,14,中環,126,20,108,249,13,37,6,79,19,2031/8/6
29/2/2020,15,中環,118,17,98,200,12,35,5,77,18,2031/8/7
29/2/2020,16,中環,111,17,74,152,19,34,5,68,13,2031/8/8
29/2/2020,17,中環,106,11,59,106,30,27,3,84,14,2031/8/9
29/2/2020,18,中環,101,8,47,78,34,20,4,84,16,2031/8/10
29/2/2020,19,中環,114,13,76,164,13,21,4,90,18,2031/8/11
29/2/2020,20,中環,130,15,95,272,5,29,5,100,20,2031/8/12
29/2/2020,21,中環,131,19,97,290,6,37,7,70,27,2031/8/13
29/2/2020,22,中環,131,19,116,270,6,39,6,70,26,2031/8/14
29/2/2020,23,中環,131,22,108,253,5,39,7,64,20,2031/8/15
29/2/2020,24,中環,113,23,93,171,9,40,6,75,21,2031/8/16
1/3/2020,1,中環,125,23,92,187,6,41,6,74,23,2031/8/17
1/3/2020,2,中環,131,23,90,222,5,38,6,90,24,2031/8/18
1/3/2020,3,中環,123,26,100,440,4,42,10,76,25,2031/8/19
1/3/2020,4,中環,133,22,84,353,4,37,8,89,26,2031/8/20
1/3/2020,5,中環,139,19,78,310,4,28,9,106,25,2031/8/21
1/3/2020,6,中環,135,16,70,277,4,20,9,108,27,2031/8/22
1/3/2020,7,中環,127,13,66,275,4,21,7,108,22,2031/8/23
1/3/2020,8,中環,140,19,89,532,4,31,14,95,25,2031/8/24
1/3/2020,9,中環,129,22,83,428,4,41,12,85,31,2031/8/25
1/3/2020,10,中環,117,22,84,239,6,36,10,65,23,2031/8/26
1/3/2020,11,中環,115,18,72,150,17,31,5,66,18,2031/8/27
1/3/2020,12,中環,105,15,72,158,18,28,5,57,17,2031/8/28
1/3/2020,13,中環,106,16,74,164,17,27,5,67,23,2031/8/29
1/3/2020,14,中環,105,19,72,131,23,30,5,61,23,2031/8/30
1/3/2020,15,中環,101,18,74,121,29,29,4,64,19,2031/8/31
1/3/2020,16,中環,106,17,95,172,22,30,5,74,20,2031/9/1
1/3/2020,17,中環,114,21,108,218,12,38,6,75,20,2031/9/2
1/3/2020,18,中環,113,22,112,256,7,39,7,79,21,2031/9/3
1/3/2020,19,中環,117,24,109,288,6,41,9,79,21,2031/9/4
1/3/2020,20,中環,129,27,114,351,4,46,9,79,25,2031/9/5
1/3/2020,21,中環,120,28,116,316,4,47,10,82,27,2031/9/6
1/3/2020,22,中環,131,31,115,368,5,47,11,81,29,2031/9/7
1/3/2020,23,中環,147,31,124,556,5,47,14,78,17,2031/9/8
1/3/2020,24,中環,138,37,124,664,5,63,16,77,15,2031/9/9
2/3/2020,1,中環,139,36,101,467,5,62,13,83,21,2031/9/10
2/3/2020,2,中環,138,28,94,332,4,40,8,76,14,2031/9/11
2/3/2020,3,中環,126,22,80,248,4,40,8,72,12,2031/9/12
2/3/2020,4,中環,133,18,69,148,6,43,4,71,13,2031/9/13
2/3/2020,5,中環,108,13,58,92,24,17,5,65,13,2031/9/14
2/3/2020,6,中環,116,9,44,61,40,12,3,73,12,2031/9/15
2/3/2020,7,中環,104,10,26,35,53,14,3,63,17,2031/9/16
2/3/2020,8,中環,106,15,43,69,53,22,3,69,20,2031/9/17
2/3/2020,9,中環,108,14,76,128,36,21,4,63,21,2031/9/18
2/3/2020,10,中環,116,13,67,103,35,21,4,65,14,2031/9/19
2/3/2020,11,中環,123,15,63,107,41,26,3,65,14,2031/9/20
2/3/2020,12,中環,124,15,62,104,44,28,4,65,17,2031/9/21
2/3/2020,13,中環,125,17,53,80,51,33,3,65,17,2031/9/22
2/3/2020,14,中環,127,18,54,81,53,35,3,114,21,2031/9/23
2/3/2020,15,中環,127,18,55,82,63,39,3,112,21,2031/9/24
2/3/2020,16,中環,146,19,69,104,65,38,4,119,20,2031/9/25
2/3/2020,17,中環,142,18,74,117,62,37,4,108,22,2031/9/26
2/3/2020,18,中環,121,17,78,125,59,33,3,119,22,2031/9/27
2/3/2020,19,中環,127,17,89,150,52,30,4,115,21,2031/9/28
2/3/2020,20,中環,120,17,74,114,56,30,4,105,21,2031/9/29
2/3/2020,21,中環,120,14,62,90,61,27,3,93,19,2031/9/30
2/3/2020,22,中環,115,16,52,69,71,30,3,97,18,2031/10/1
2/3/2020,23,中環,112,13,59,83,68,26,3,150,14,2031/10/2
2/3/2020,24,中環,108,13,36,45,80,27,3,150,15,2031/10/3
3/3/2020,1,中環,110,18,39,48,73,35,3,98,18,2031/10/4
3/3/2020,2,中環,114,19,27,33,79,40,3,95,20,2031/10/5
3/3/2020,3,中環,115,23,34,42,73,44,3,94,19,2031/10/6
3/3/2020,4,中環,110,17,28,34,76,38,3,87,18,2031/10/7
3/3/2020,5,中環,107,19,23,27,79,36,3,90,18,2031/10/8
3/3/2020,6,中環,114,20,29,34,72,37,3,81,21,2031/10/9
3/3/2020,7,中環,115,21,37,49,63,39,3,83,19,2031/10/10
3/3/2020,8,中環,114,26,53,78,49,45,4,94,25,2031/10/11
3/3/2020,9,中環,114,22,79,138,36,41,5,94,24,2031/10/12
3/3/2020,10,中環,117,19,68,111,41,36,4,97,22,2031/10/13
3/3/2020,11,中環,123,15,74,127,43,32,4,93,20,2031/10/14
3/3/2020,12,中環,121,14,69,119,45,31,4,103,18,2031/10/15
3/3/2020,13,中環,134,12,66,106,55,28,4,103,15,2031/10/16
3/3/2020,14,中環,129,11,55,75,77,26,4,106,15,2031/10/17
3/3/2020,15,中環,124,14,67,102,72,28,4,95,18,2031/10/18
3/3/2020,16,中環,115,12,63,88,78,25,3,101,16,2031/10/19
3/3/2020,17,中環,117,14,77,109,70,26,4,102,16,2031/10/20
3/3/2020,18,中環,123,12,89,144,62,23,5,108,16,2031/10/21
3/3/2020,19,中環,122,16,106,179,50,27,5,110,17,2031/10/22
3/3/2020,20,中環,124,16,87,129,59,28,4,97,22,2031/10/23
3/3/2020,21,中環,133,14,84,117,54,24,4,106,19,2031/10/24
3/3/2020,22,中環,118,13,68,92,64,24,3,109,17,2031/10/25
3/3/2020,23,中環,124,14,73,102,55,25,3,92,16,2031/10/26
3/3/2020,24,中環,115,12,65,86,68,22,3,95,14,2031/10/27
4/3/2020,1,中環,112,11,65,86,78,21,3,104,14,2031/10/28
4/3/2020,2,中環,108,15,33,39,90,23,3,105,14,2031/10/29
4/3/2020,3,中環,104,13,25,29,93,22,3,85,13,2031/10/30
4/3/2020,4,中環,123,14,40,46,87,23,4,82,12,2031/10/31
4/3/2020,5,中環,102,11,34,40,86,17,4,86,11,2031/11/1
4/3/2020,6,中環,104,10,45,58,71,17,4,72,10,2031/11/2
4/3/2020,7,中環,108,12,55,77,54,21,4,69,11,2031/11/3
4/3/2020,8,中環,116,10,75,127,24,15,4,69,6,2031/11/4
4/3/2020,9,中環,115,6,97,178,22,12,4,93,7,2031/11/5
4/3/2020,10,中環,123,6,77,164,20,10,4,99,9,2031/11/6
4/3/2020,11,中環,142,10,83,161,26,18,4,119,14,2031/11/7
4/3/2020,12,中環,129,14,77,147,33,23,4,112,16,2031/11/8
4/3/2020,13,中環,80,11,73,127,42,18,4,117,15,2031/11/9
4/3/2020,14,中環,86,11,70,111,41,18,4,126,17,2031/11/10
4/3/2020,15,中環,89,14,92,179,27,22,4,127,16,2031/11/11
4/3/2020,16,中環,114,18,118,305,11,31,7,134,16,2031/11/12
4/3/2020,17,中環,107,26,117,253,10,40,5,121,24,2031/11/13
4/3/2020,18,中環,113,27,119,331,5,35,7,109,23,2031/11/14
4/3/2020,19,中環,105,25,99,413,5,30,8,121,19,2031/11/15
4/3/2020,20,中環,100,19,66,223,6,23,6,119,19,2031/11/16
4/3/2020,21,中環,117,13,65,159,11,18,5,105,16,2031/11/17
4/3/2020,22,中環,89,11,61,111,31,15,4,87,9,2031/11/18
4/3/2020,23,中環,70,7,49,80,39,9,3,94,6,2031/11/19
4/3/2020,24,中環,71,3,35,59,33,5,3,92,6,2031/11/20
5/3/2020,1,中環,76,1,28,53,25,3,3,102,7,2031/11/21
5/3/2020,2,中環,77,2,23,41,25,3,3,99,5,2031/11/22
5/3/2020,3,中環,75,4,28,45,36,6,3,107,8,2031/11/23
5/3/2020,4,中環,72,8,21,29,59,11,3,97,10,2031/11/24
5/3/2020,5,中環,67,9,22,30,56,12,2,81,10,2031/11/25
5/3/2020,6,中環,64,8,19,24,62,12,3,76,9,2031/11/26
5/3/2020,7,中環,66,7,30,49,56,12,2,74,10,2031/11/27
5/3/2020,8,中環,65,8,53,87,43,14,3,84,7,2031/11/28
5/3/2020,9,中環,85,7,71,207,13,12,5,102,5,2031/11/29
5/3/2020,10,中環,96,6,62,189,8,8,6,121,6,2031/11/30
5/3/2020,11,中環,103,3,65,182,11,6,5,109,4,2031/12/1
5/3/2020,12,中環,92,5,54,169,19,9,5,107,6,2031/12/2
5/3/2020,13,中環,87,8,57,116,31,13,4,115,10,2031/12/3
5/3/2020,14,中環,83,6,57,99,37,11,3,114,9,2031/12/4
5/3/2020,15,中環,92,7,58,114,37,13,3,121,12,2031/12/5
5/3/2020,16,中環,96,9,69,158,31,15,5,122,11,2031/12/6
5/3/2020,17,中環,108,10,68,128,35,16,3,129,10,2031/12/7
5/3/2020,18,中環,98,12,78,159,31,20,4,125,16,2031/12/8
5/3/2020,19,中環,92,14,95,193,28,23,5,130,14,2031/12/9
5/3/2020,20,中環,88,13,79,144,37,20,4,121,17,2031/12/10
5/3/2020,21,中環,77,12,73,111,57,21,4,114,15,2031/12/11
5/3/2020,22,中環,79,13,57,77,63,23,4,104,14,2031/12/12
5/3/2020,23,中環,78,18,63,85,58,28,4,105,19,2031/12/13
5/3/2020,24,中環,70,14,45,59,69,25,3,106,16,2031/12/14
6/3/2020,1,中環,64,17,36,44,76,30,4,96,18,2031/12/15
6/3/2020,2,中環,65,19,34,40,80,33,3,97,20,2031/12/16
6/3/2020,3,中環,62,18,25,30,86,31,4,87,24,2031/12/17
6/3/2020,4,中環,57,18,23,26,86,30,3,81,15,2031/12/18
6/3/2020,5,中環,57,17,23,28,78,29,3,85,19,2031/12/19
6/3/2020,6,中環,56,18,23,28,77,30,4,69,19,2031/12/20
6/3/2020,7,中環,58,16,26,34,71,27,3,68,15,2031/12/21
6/3/2020,8,中環,59,17,43,57,56,28,3,73,18,2031/12/22
6/3/2020,9,中環,62,18,70,122,41,29,4,84,19,2031/12/23
6/3/2020,10,中環,69,19,69,120,37,31,5,86,18,2031/12/24
6/3/2020,11,中環,74,17,67,112,44,30,4,98,19,2031/12/25
6/3/2020,12,中環,77,16,63,102,51,29,4,89,20,2031/12/26
6/3/2020,13,中環,73,18,57,87,59,31,4,105,22,2031/12/27
6/3/2020,14,中環,72,22,67,110,58,34,4,114,24,2031/12/28
6/3/2020,15,中環,70,21,73,120,58,31,4,100,26,2031/12/29
6/3/2020,16,中環,75,21,79,125,56,32,4,99,23,2031/12/30
6/3/2020,17,中環,76,23,84,131,54,33,4,101,26,2031/12/31
6/3/2020,18,中環,77,21,97,158,42,30,4,101,27,2032/1/1
6/3/2020,19,中環,76,25,104,184,39,34,5,111,28,2032/1/2
6/3/2020,20,中環,74,24,89,137,49,33,4,108,29,2032/1/3
6/3/2020,21,中環,80,26,85,120,53,37,4,102,30,2032/1/4
6/3/2020,22,中環,71,24,73,97,60,34,4,101,26,2032/1/5
6/3/2020,23,中環,73,20,70,101,56,30,4,99,24,2032/1/6
6/3/2020,24,中環,71,22,59,77,63,33,3,111,22,2032/1/7
7/3/2020,1,中環,67,22,50,64,63,33,3,99,24,2032/1/8
7/3/2020,2,中環,60,24,41,51,71,35,3,88,26,2032/1/9
7/3/2020,3,中環,57,24,42,54,66,37,3,102,25,2032/1/10
7/3/2020,4,中環,57,23,36,46,68,40,2,82,25,2032/1/11
7/3/2020,5,中環,54,24,29,36,74,44,2,81,25,2032/1/12
7/3/2020,6,中環,53,27,29,34,73,56,2,79,24,2032/1/13
7/3/2020,7,中環,55,26,44,57,56,55,2,69,28,2032/1/14
7/3/2020,8,中環,58,26,60,87,42,52,3,76,32,2032/1/15
7/3/2020,9,中環,57,28,76,127,33,53,4,84,33,2032/1/16
7/3/2020,10,中環,68,30,80,127,30,56,4,88,33,2032/1/17
7/3/2020,11,中環,83,34,87,181,25,62,5,98,33,2032/1/18
7/3/2020,12,中環,75,34,91,187,26,62,5,134,32,2032/1/19
7/3/2020,13,中環,76,35,93,172,27,61,4,114,35,2032/1/20
7/3/2020,14,中環,75,34,85,132,37,56,4,115,37,2032/1/21
7/3/2020,15,中環,70,33,79,113,49,56,3,124,31,2032/1/22
7/3/2020,16,中環,83,31,87,129,35,56,4,142,30,2032/1/23
7/3/2020,17,中環,82,28,98,152,29,53,5,141,29,2032/1/24
7/3/2020,18,中環,83,28,114,192,19,52,4,127,26,2032/1/25
7/3/2020,19,中環,87,30,108,161,23,48,4,125,26,2032/1/26
7/3/2020,20,中環,97,27,97,144,27,44,3,141,35,2032/1/27
7/3/2020,21,中環,112,34,91,131,29,48,4,116,39,2032/1/28
7/3/2020,22,中環,83,37,82,109,38,58,4,123,42,2032/1/29
7/3/2020,23,中環,71,36,79,106,42,56,4,110,46,2032/1/30
7/3/2020,24,中環,75,33,78,102,34,55,4,116,44,2032/1/31
8/3/2020,1,中環,72,33,69,97,34,58,4,107,34,2032/2/1
8/3/2020,2,中環,73,33,66,94,31,51,5,116,34,2032/2/2
8/3/2020,3,中環,69,36,59,85,37,48,4,104,35,2032/2/3
8/3/2020,4,中環,69,34,46,60,48,43,3,85,35,2032/2/4
8/3/2020,5,中環,62,31,43,60,50,40,3,87,26,2032/2/5
8/3/2020,6,中環,62,34,48,68,39,45,3,77,28,2032/2/6
8/3/2020,7,中環,62,32,50,70,32,38,3,76,29,2032/2/7
8/3/2020,8,中環,64,25,61,91,22,31,3,102,29,2032/2/8
8/3/2020,9,中環,61,26,51,67,33,30,3,81,27,2032/2/9
8/3/2020,10,中環,65,22,60,87,25,27,4,93,28,2032/2/10
8/3/2020,11,中環,78,21,70,102,20,30,4,106,27,2032/2/11
8/3/2020,12,中環,70,22,66,104,27,34,4,93,25,2032/2/12
8/3/2020,13,中環,77,22,67,110,29,32,4,84,24,2032/2/13
8/3/2020,14,中環,69,13,45,69,45,21,3,103,23,2032/2/14
8/3/2020,15,中環,72,15,57,93,30,26,3,95,27,2032/2/15
8/3/2020,16,中環,69,11,49,90,32,20,3,105,25,2032/2/16
8/3/2020,17,中環,67,8,53,90,28,17,4,93,20,2032/2/17
8/3/2020,18,中環,64,10,48,72,30,18,3,95,17,2032/2/18
8/3/2020,19,中環,71,11,52,84,25,17,3,93,19,2032/2/19
8/3/2020,20,中環,73,12,49,91,28,21,3,98,19,2032/2/20
8/3/2020,21,中環,67,13,54,87,26,22,4,105,23,2032/2/21
8/3/2020,22,中環,66,10,44,66,33,18,3,99,20,2032/2/22
8/3/2020,23,中環,59,9,37,60,35,17,3,90,18,2032/2/23
8/3/2020,24,中環,57,9,37,67,34,15,3,96,16,2032/2/24
9/3/2020,1,中環,59,10,44,72,29,17,3,93,14,2032/2/25
9/3/2020,2,中環,58,17,35,50,40,33,3,81,15,2032/2/26
9/3/2020,3,中環,60,23,31,39,43,46,3,85,21,2032/2/27
9/3/2020,4,中環,61,24,21,25,59,44,3,82,23,2032/2/28
9/3/2020,5,中環,65,24,30,40,54,41,3,83,25,2032/2/29
9/3/2020,6,中環,72,26,43,60,39,43,3,86,27,2032/3/1
9/3/2020,7,中環,73,28,52,69,34,45,3,87,31,2032/3/2
9/3/2020,8,中環,80,30,71,124,19,46,4,101,34,2032/3/3
9/3/2020,9,中環,94,33,94,248,7,45,5,101,39,2032/3/4
9/3/2020,10,中環,112,43,91,254,7,54,6,127,43,2032/3/5
9/3/2020,11,中環,132,41,88,237,8,53,6,127,43,2032/3/6
9/3/2020,12,中環,104,27,78,289,12,41,6,117,43,2032/3/7
9/3/2020,13,中環,86,19,79,192,17,30,6,119,43,2032/3/8
9/3/2020,14,中環,90,17,78,191,15,29,5,137,15,2032/3/9
9/3/2020,15,中環,78,18,63,138,23,29,4,115,15,2032/3/10
9/3/2020,16,中環,92,12,72,179,15,21,5,114,15,2032/3/11
9/3/2020,17,中環,104,14,77,214,11,25,5,124,15,2032/3/12
9/3/2020,18,中環,95,15,78,223,9,26,6,118,13,2032/3/13
9/3/2020,19,中環,102,13,82,281,6,23,6,144,16,2032/3/14
9/3/2020,20,中環,95,13,75,193,10,23,5,143,21,2032/3/15
9/3/2020,21,中環,101,15,64,151,10,27,4,155,25,2032/3/16
9/3/2020,22,中環,83,15,57,124,11,28,4,156,22,2032/3/17
9/3/2020,23,中環,81,12,55,138,8,23,4,103,18,2032/3/18
9/3/2020,24,中環,98,10,63,225,5,21,6,127,14,2032/3/19
10/3/2020,1,中環,77,10,61,232,5,21,7,85,14,2032/3/20
10/3/2020,2,中環,71,17,59,206,4,44,7,108,15,2032/3/21
10/3/2020,3,中環,70,17,58,188,4,34,6,91,16,2032/3/22
10/3/2020,4,中環,86,16,57,247,4,35,7,86,15,2032/3/23
10/3/2020,5,中環,81,18,53,159,7,29,7,80,21,2032/3/24
10/3/2020,6,中環,85,18,46,94,16,26,4,101,14,2032/3/25
10/3/2020,7,中環,91,9,64,142,10,16,4,97,5,2032/3/26
10/3/2020,8,中環,97,9,74,178,14,18,5,114,4,2032/3/27
10/3/2020,9,中環,106,8,100,294,11,19,7,101,6,2032/3/28
10/3/2020,10,中環,112,8,96,286,10,20,7,113,5,2032/3/29
10/3/2020,11,中環,124,9,83,170,20,22,5,181,6,2032/3/30
10/3/2020,12,中環,101,6,96,189,24,15,5,129,8,2032/3/31
10/3/2020,13,中環,105,9,111,217,28,21,6,128,10,2032/4/1
10/3/2020,14,中環,97,12,109,159,50,26,5,122,14,2032/4/2
10/3/2020,15,中環,115,18,157,256,41,41,6,149,16,2032/4/3
10/3/2020,16,中環,104,22,145,213,46,48,5,127,17,2032/4/4
10/3/2020,17,中環,110,20,156,270,37,41,6,122,15,2032/4/5
10/3/2020,18,中環,114,17,185,424,15,36,9,134,15,2032/4/6
10/3/2020,19,中環,102,13,121,219,27,30,7,120,13,2032/4/7
10/3/2020,20,中環,102,14,121,271,21,27,7,113,12,2032/4/8
10/3/2020,21,中環,94,13,103,191,27,25,5,106,16,2032/4/9
10/3/2020,22,中環,87,12,82,146,31,24,5,95,13,2032/4/10
10/3/2020,23,中環,92,14,90,156,30,22,5,90,11,2032/4/11
10/3/2020,24,中環,93,13,81,137,32,21,4,88,13,2032/4/12
11/3/2020,1,中環,79,11,55,71,42,22,4,85,12,2032/4/13
11/3/2020,2,中環,88,10,50,64,45,15,4,86,11,2032/4/14
11/3/2020,3,中環,85,10,39,56,58,15,3,98,13,2032/4/15
11/3/2020,4,中環,78,9,34,49,60,15,4,75,13,2032/4/16
11/3/2020,5,中環,71,14,27,35,71,18,3,86,16,2032/4/17
11/3/2020,6,中環,74,13,25,32,72,18,4,85,15,2032/4/18
11/3/2020,7,中環,75,15,29,37,70,22,4,84,18,2032/4/19
11/3/2020,8,中環,79,16,48,75,45,24,4,89,18,2032/4/20
11/3/2020,9,中環,82,16,73,135,35,29,4,99,21,2032/4/21
11/3/2020,10,中環,91,20,68,119,36,39,4,97,24,2032/4/22
11/3/2020,11,中環,96,24,60,124,44,45,5,122,22,2032/4/23
11/3/2020,12,中環,90,16,57,96,42,34,4,121,25,2032/4/24
11/3/2020,13,中環,86,15,47,72,57,31,4,113,23,2032/4/25
11/3/2020,14,中環,94,16,50,75,63,32,4,121,22,2032/4/26
11/3/2020,15,中環,90,20,53,76,69,40,3,105,24,2032/4/27
11/3/2020,16,中環,83,19,57,88,72,36,4,115,22,2032/4/28
11/3/2020,17,中環,89,16,67,107,64,30,4,111,20,2032/4/29
11/3/2020,18,中環,85,17,80,135,59,30,4,120,22,2032/4/30
11/3/2020,19,中環,83,18,84,146,57,32,4,114,21,2032/5/1
11/3/2020,20,中環,80,17,64,97,70,32,4,104,21,2032/5/2
11/3/2020,21,中環,80,17,59,81,79,32,4,105,21,2032/5/3
11/3/2020,22,中環,77,21,47,60,87,51,3,101,21,2032/5/4
11/3/2020,23,中環,77,15,60,85,75,27,3,94,21,2032/5/5
11/3/2020,24,中環,87,18,55,69,80,31,3,105,23,2032/5/6
12/3/2020,1,中環,71,19,41,50,88,41,3,94,21,2032/5/7
12/3/2020,2,中環,72,20,36,42,96,44,3,98,20,2032/5/8
12/3/2020,3,中環,71,20,27,30,99,40,3,88,17,2032/5/9
12/3/2020,4,中環,72,21,23,26,106,46,3,83,18,2032/5/10
12/3/2020,5,中環,68,22,23,25,103,51,3,83,20,2032/5/11
12/3/2020,6,中環,73,20,27,31,95,56,3,84,23,2032/5/12
12/3/2020,7,中環,71,19,39,47,86,50,3,79,23,2032/5/13
12/3/2020,8,中環,75,22,63,83,64,49,3,98,23,2032/5/14
12/3/2020,9,中環,80,27,94,155,45,58,4,98,30,2032/5/15
12/3/2020,10,中環,96,29,85,132,46,64,4,145,34,2032/5/16
12/3/2020,11,中環,100,33,80,115,55,73,3,112,35,2032/5/17
12/3/2020,12,中環,95,33,75,104,61,73,3,125,39,2032/5/18
12/3/2020,13,中環,117,34,86,118,59,74,4,124,41,2032/5/19
12/3/2020,14,中環,107,35,82,113,58,76,3,122,42,2032/5/20
12/3/2020,15,中環,100,39,109,178,37,81,4,145,42,2032/5/21
12/3/2020,16,中環,96,41,99,143,43,86,3,133,39,2032/5/22
12/3/2020,17,中環,118,36,108,164,32,66,4,119,35,2032/5/23
12/3/2020,18,中環,102,44,117,191,29,75,4,151,41,2032/5/24
12/3/2020,19,中環,98,48,110,185,34,92,4,122,49,2032/5/25
12/3/2020,20,中環,95,51,108,158,30,103,3,122,57,2032/5/26
12/3/2020,21,中環,108,50,95,142,35,110,4,114,57,2032/5/27
12/3/2020,22,中環,95,51,77,112,35,119,3,103,54,2032/5/28
12/3/2020,23,中環,89,47,72,129,30,114,4,99,47,2032/5/29
12/3/2020,24,中環,85,47,58,87,39,114,3,102,45,2032/5/30
13/3/2020,1,中環,80,47,47,66,47,114,3,106,42,2032/5/31
13/3/2020,2,中環,85,34,59,88,35,80,3,111,41,2032/6/1
13/3/2020,3,中環,81,47,44,62,46,105,3,101,47,2032/6/2
13/3/2020,4,中環,89,51,39,56,45,113,3,102,51,2032/6/3
13/3/2020,5,中環,86,57,45,70,37,117,3,101,53,2032/6/4
13/3/2020,6,中環,86,61,45,72,36,117,3,93,57,2032/6/5
13/3/2020,7,中環,83,54,57,91,22,82,4,96,50,2032/6/6
13/3/2020,8,中環,89,46,75,160,11,61,4,106,45,2032/6/7
13/3/2020,9,中環,106,40,96,259,8,51,5,117,42,2032/6/8
13/3/2020,10,中環,131,46,84,214,8,57,5,131,41,2032/6/9
13/3/2020,11,中環,130,45,89,243,7,58,5,122,41,2032/6/10
13/3/2020,12,中環,109,40,83,185,15,52,4,117,39,2032/6/11
13/3/2020,13,中環,113,43,85,183,15,55,4,122,43,2032/6/12
13/3/2020,14,中環,114,49,86,180,18,63,5,137,49,2032/6/13
13/3/2020,15,中環,110,54,94,199,16,71,4,132,54,2032/6/14
13/3/2020,16,中環,117,55,97,184,15,77,4,138,56,2032/6/15
13/3/2020,17,中環,118,57,115,246,11,76,5,162,60,2032/6/16
13/3/2020,18,中環,114,58,111,220,13,75,5,136,55,2032/6/17
13/3/2020,19,中環,113,44,109,273,9,57,6,133,48,2032/6/18
13/3/2020,20,中環,108,49,97,172,10,62,4,153,51,2032/6/19
